Time,Distance[km],Battery SOC[%],Motor RPS,Motor RPM,Speed[km/h],Motor Torque,SOC Voltage[V],Electric_consumption_current[A],Electirc Power[W]
8573,192.366367,83.0040369,76.7348967,4604.0938,74.1191867,141.483032,894.729339,44508.1223,71285.1967
8574,192.38704,83.0020563,77.3849891,4643.09935,74.747119,172.254846,894.726145,44508.5262,86973.6932
8575,192.407882,83.0000763,77.9276108,4675.65665,75.2712439,105.257414,894.722953,44508.93,54033.0293
8576,192.42884,82.9980975,78.2674192,4696.04515,75.5994691,74.6562843,894.719007,44509.5664,38343.088
8577,192.449874,82.9961192,78.5140489,4710.84293,75.8376918,60.5364389,894.715032,44510.212,31063.9995
8578,192.470987,82.9941399,78.9150699,4734.90419,76.2250429,134.346755,894.711056,44510.858,69684.2025
8579,192.492232,82.9921598,79.4420969,4766.52581,76.7341048,128.602537,894.707077,44511.5042,67200.5494
8580,192.513606,82.9901803,79.8540222,4791.24133,77.1319886,86.3732045,894.7031,44512.1502,45372.8993
8581,192.535067,82.9882019,80.0877625,4805.26575,77.3577612,46.6370559,894.699125,44512.7959,24340.8605
8582,192.556567,82.9862245,80.1504292,4809.02575,77.4182918,7.86397024,894.695152,44513.4414,4297.82644
8583,192.578066,82.9842477,80.0877574,4805.26544,77.3577563,-6.79537065,894.69118,44514.0866,-3721.31085
8584,192.599513,82.9822719,79.7031617,4782.1897,76.9862706,-60.1086899,894.68721,44514.7315,-31308.0713
8585,192.620805,82.980297,78.9606957,4737.64174,76.2691134,-91.6636045,894.683242,44515.3762,-47643.767
8586,192.641876,82.9783225,78.1113648,4686.68189,75.4487342,-90.8875,894.679275,44516.0208,-46726.3837
8587,192.662734,82.9763475,77.3992843,4643.95706,74.7609268,-65.7600392,894.675307,44516.6655,-33315.8989
8588,192.683428,82.9743719,76.8905551,4613.43331,74.269539,-44.5034903,894.671337,44517.3105,-22293.9906
8589,192.704005,82.9723959,76.4972147,4589.83288,73.8896067,-37.2679981,894.667367,44517.9556,-18587.6761
8590,192.724488,82.9704196,76.2082975,4572.49785,73.6105379,-22.1083816,894.663396,44518.6009,-11099.31
8591,192.744906,82.968443,76.000316,4560.01896,73.409646,-16.9801408,894.659425,44519.2462,-8559.16759
8592,192.765261,82.9664667,75.6894374,4541.36624,73.1093645,-40.9134065,894.655454,44519.8916,-20182.879
8593,192.785467,82.964492,74.7990942,4487.94565,72.2493711,-132.447217,894.651486,44520.5363,-65143.4495
8594,192.805378,82.9625181,73.616033,4416.96198,71.1066376,-134.736702,894.64752,44521.1809,-65200.3551
8595,192.82497,82.9605442,72.4238798,4345.43279,69.955122,-137.043782,894.643554,44521.8255,-65224.2411
8596,192.844241,82.9585703,71.2225501,4273.35301,68.7947429,-139.36862,894.639588,44522.4701,-65215.2776
8597,192.863194,82.956596,70.1352899,4208.1174,67.7445448,-82.1206241,894.635621,44523.1149,-37828.2103
8598,192.881981,82.9546185,70.0752455,4204.51473,67.6865471,89.5833445,894.631648,44523.7607,41275.62
8599,192.90086,82.9526376,70.7390657,4244.34394,68.3277392,200.43467,894.627668,44524.4077,92325.3001
8600,192.919952,82.9506557,71.570087,4294.20522,69.130433,198.137228,894.623686,44525.055,92303.6233
8601,192.939265,82.9486738,72.3905119,4343.43071,69.9228915,195.86908,894.619704,44525.7024,92274.5507
8602,192.958766,82.9466938,72.8430305,4370.58183,70.3599849,35.6478496,894.615726,44526.3491,16954.8496
8603,192.978306,82.9447165,72.7443886,4364.66332,70.2647055,-27.8706773,894.611753,44526.995,-13295.549
8604,192.997778,82.94274,72.3794392,4342.76635,69.9121963,-45.877187,894.607781,44527.6407,-21658.0867
8605,193.017164,82.940763,72.188674,4331.32044,69.7279339,2.07378684,894.603809,44528.2865,1020.82574
8606,193.036545,82.9387845,72.3277191,4339.66314,69.8622392,70.3663857,894.599834,44528.9329,33353.944
8607,193.056004,82.9368044,72.7745187,4366.47112,70.2938085,142.576217,894.595855,44529.5798,68134.2436
8608,193.075611,82.9348233,73.3811838,4402.87103,70.8797938,152.483022,894.591875,44530.2271,73360.8007
8609,193.095379,82.9328424,73.9644704,4437.86823,71.4431976,135.76038,894.587895,44530.8743,65997.0185
8610,193.115297,82.9308616,74.4979285,4469.87571,71.9584714,128.530221,894.583915,44531.5215,62989.6791
8611,193.135335,82.928882,74.8028158,4488.16895,72.2529658,41.7999922,894.579938,44532.1683,20381.7558
8612,193.155398,82.9269046,74.6641397,4479.84838,72.1190168,-38.3218712,894.575965,44532.8145,-18660.3926
8613,193.175364,82.9249284,74.1113539,4446.68123,71.5850741,-74.8366432,894.571994,44533.4603,-36388.7551
8614,193.195151,82.9229527,73.3696605,4402.17963,70.8686634,-87.5639733,894.568024,44534.1059,-42252.1354
8615,193.214749,82.9209765,72.7631505,4365.78903,70.2828279,-52.325016,894.564054,44534.7517,-24845.0033
8616,193.234226,82.9189995,72.4720695,4348.32417,70.001669,-14.0446044,894.560081,44535.3979,-6795.7442
8617,193.253649,82.917022,72.310462,4338.62772,69.8455704,-14.7425546,894.556108,44536.0442,-7108.86787
8618,193.273029,82.9150446,72.1454604,4328.72762,69.6861933,-14.9932296,894.552135,44536.6905,-7210.40065
8619,193.29237,82.9130669,72.0457473,4322.74484,69.5898792,-1.75062024,894.548161,44537.3369,-860.39558
8620,193.311701,82.9110887,72.0649205,4323.89523,69.6083988,25.5095431,894.544187,44537.9835,12083.6799
8621,193.331059,82.9091095,72.2735912,4336.41547,69.8099564,80.5907687,894.54021,44538.6304,38257.7505
8622,193.350508,82.9071288,72.7507124,4365.04274,70.2708137,147.019932,894.53623,44539.2779,70189.4057
8623,193.370095,82.9051481,73.2126589,4392.75953,70.7170135,90.8273053,894.532251,44539.9254,43748.3313
8624,193.38975,82.9031698,73.1709333,4390.256,70.6767102,-40.0115574,894.528276,44540.5721,-19100.1284
8625,193.409288,82.901194,72.3457986,4340.74792,69.8797025,-129.823934,894.524306,44541.2181,-61774.6691
8626,193.428539,82.8992192,71.1463543,4268.78126,68.7211443,-139.516076,894.520338,44541.8637,-65213.6294
8627,193.447466,82.8972444,69.9351748,4196.11049,67.5512511,-141.859976,894.51637,44542.5094,-65169.2925
8628,193.466066,82.8952695,68.7146415,4122.87849,66.3723229,-144.221978,894.512402,44543.1551,-65090.8802
8629,193.484344,82.8932943,67.6196757,4057.18054,65.3146818,-82.7360849,894.508434,44543.801,-36732.2106
8630,193.50244,82.8913166,67.3954625,4043.72775,65.0981115,28.0655943,894.50446,44544.4477,12449.9057
8631,193.520569,82.8893359,67.8435883,4070.6153,65.5309618,172.445043,894.50048,44545.0953,76684.8898
8632,193.538884,82.8873532,68.6959248,4121.75549,66.3542442,206.083141,894.496497,44545.7437,92284.9305
8633,193.557431,82.8853704,69.5529693,4173.17816,67.182074,203.713754,894.492513,44546.3922,92320.3
8634,193.576207,82.8833875,70.3991028,4223.94617,67.9993649,201.374532,894.488529,44547.0406,92329.1609
8635,193.595208,82.8814046,71.2344571,4274.06743,68.806244,199.06511,894.484545,44547.6891,92314.4686
8636,193.614423,82.8794223,71.9515747,4317.09448,69.4989167,142.190167,894.480562,44548.3375,67188.8494
8637,193.633814,82.8774402,72.6108278,4356.64967,70.1356974,173.632494,894.476579,44548.9858,82397.3377
8638,193.653391,82.8754578,73.3093016,4398.55809,70.8103619,165.918986,894.472596,44549.6342,79575.2242
8639,193.673151,82.8734754,73.9846506,4439.07903,71.4626898,162.654419,894.468613,44550.2827,78754.3922
8640,193.693091,82.8714931,74.649941,4478.99646,72.1053021,161.287904,894.46463,44550.9311,78798.97
8641,193.713204,82.869511,75.2593011,4515.55806,72.6938905,139.962044,894.460648,44551.5795,69185.8423
8642,193.733476,82.8675289,75.8559631,4551.35779,73.2702138,151.273805,894.456665,44552.2279,75219.2418
8643,193.753925,82.8655459,76.5919393,4595.51636,73.9811023,184.253807,894.452681,44552.8767,91843.052
8644,193.774577,82.8635628,77.3481826,4640.89096,74.7115671,182.163096,894.448696,44553.5255,91712.2869
8645,193.79543,82.8615798,78.080372,4684.82232,75.4187979,165.054547,894.444712,44554.1743,84207.8007
8646,193.81646,82.8595975,78.6515276,4719.09166,75.9704842,122.566371,894.440729,44554.8228,63455.0931
8647,193.83761,82.8576169,78.945781,4736.74686,76.2547072,42.8897644,894.43675,44555.4709,22058.9241
8648,193.858807,82.8556374,79.0457678,4742.74607,76.3512856,25.6797255,894.432772,44556.1186,13320.9305
8649,193.880018,82.8536584,79.0434143,4742.60486,76.3490124,-1.7344589,894.428796,44556.7662,-947.551104
8650,193.90122,82.8516796,79.0038289,4740.22973,76.3107763,4.30409383,894.42482,44557.4137,2334.14918
8651,193.922415,82.8497007,78.9854048,4739.12429,76.2929803,7.46023872,894.420844,44558.0613,4011.57153
8652,193.943601,82.847722,78.9213593,4735.28156,76.2311179,-7.10487556,894.416868,44558.7089,-3820.44086
8653,193.96476,82.8457434,78.7909386,4727.45631,76.1051429,-11.4810307,894.412893,44559.3564,-6094.27386
8654,193.985886,82.8437647,78.700929,4722.05574,76.0182016,-0.643787674,894.408917,44560.0041,-350.848361
8655,194.006991,82.841786,78.6057909,4716.34745,75.9263065,-9.28136036,894.404942,44560.6517,-4940.69291
8656,194.028063,82.8398074,78.4637685,4707.82611,75.7891253,-12.2810282,894.400966,44561.2993,-6476.31764
8657,194.049107,82.8378283,78.4254652,4705.52791,75.7521277,17.8988721,894.39699,44561.9471,9308.62509
8658,194.070157,82.8358487,78.498657,4709.91942,75.8228245,34.0191451,894.393012,44562.5951,17426.3147
8659,194.091239,82.8338684,78.6705761,4720.23457,75.9888833,61.7277394,894.389033,44563.2434,31748.6918
8660,194.112385,82.8318873,78.9762671,4738.57602,76.284154,94.7356678,894.385053,44563.8919,49264.5324
8661,194.133633,82.8299053,79.4313897,4765.88338,76.7237626,130.054159,894.381071,44564.5408,67938.0051
8662,194.155005,82.8279235,79.8477449,4790.86469,77.1259252,87.0507794,894.377089,44565.1896,45730.6776
8663,194.176465,82.8259427,80.0835686,4805.01412,77.3537103,46.9571115,894.373109,44565.8381,24507.6766
8664,194.197969,82.8239626,80.1959328,4811.75597,77.4622443,27.9201229,894.36913,44566.4864,14675.2588
8665,194.219494,82.8219829,80.2495646,4814.97388,77.5140479,18.8465467,894.365153,44567.1346,10035.5838
8666,194.24103,82.8200032,80.2751773,4816.51064,77.5387875,14.5139282,894.361175,44567.7828,7808.25292
8667,194.262575,82.8180234,80.3360602,4820.16361,77.597595,32.3258059,894.357197,44568.4311,16972.5574
8668,194.284144,82.8160432,80.4518353,4827.11012,77.7094236,40.8406939,894.353218,44569.0796,21416.0015
8669,194.305744,82.814063,80.5452412,4832.71447,77.7996455,25.0786349,894.34924,44569.728,13282.5478
8670,194.327357,82.8120835,80.541147,4832.46882,77.7956909,-1.58882064,894.345262,44570.3763,-889.065058
8671,194.348984,82.8101026,80.7439534,4844.6372,77.9915841,103.540508,894.341283,44571.025,55067.9108
8672,194.370705,82.8081204,81.1758082,4870.54849,78.408718,114.417071,894.3373,44571.6742,61165.9364
8673,194.392543,82.8061381,81.5927267,4895.5636,78.8114248,99.9738171,894.333317,44572.3235,53723.1293
8674,194.414477,82.8041567,81.868867,4912.13202,79.0781521,53.8616006,894.329336,44572.9725,28770.8301
8675,194.436463,82.8021762,82.0022249,4920.13349,79.2069641,31.6867507,894.325356,44573.6212,17002.1787
8676,194.458474,82.800196,82.0667648,4924.00589,79.269304,20.9748619,894.321378,44574.2698,11409.1204
8677,194.480498,82.798216,82.0980248,4925.88149,79.2994984,15.789002,894.3174,44574.9184,8683.18014
8678,194.502524,82.7962364,82.0631223,4923.78734,79.2657857,-4.2095884,894.313422,44575.5669,-2392.59934
8679,194.524527,82.794257,81.9467875,4916.80725,79.1534165,-10.0509406,894.309445,44576.2153,-5604.04589
8680,194.546458,82.7922789,81.4176781,4885.06069,78.6423432,-84.4534654,894.30547,44576.8634,-45217.493
8681,194.568194,82.7903015,80.6002624,4836.01574,77.8527912,-87.0257868,894.301497,44577.5112,-46147.9295
8682,194.589727,82.7883236,79.9624003,4797.74402,77.2366723,-51.5108564,894.297523,44578.1593,-26860.1002
8683,194.611114,82.7863452,79.4589406,4767.53644,76.7503744,-51.3815326,894.293548,44578.8075,-26622.6865
8684,194.632354,82.7843672,78.8289583,4729.7375,76.1418667,-76.3306888,894.289574,44579.4556,-39502.5136
8685,194.653404,82.7823896,78.0640148,4683.84089,75.4029982,-85.5283459,894.285601,44580.1036,-43912.7103
8686,194.674259,82.7804114,77.4457785,4646.74671,74.8058361,-51.2905865,894.281626,44580.7518,-25903.1366
8687,194.694979,82.7784328,77.0145952,4620.87571,74.3893509,-39.5013361,894.27765,44581.4003,-19829.1962
8688,194.715592,82.7764539,76.6476754,4598.86053,74.0349385,-35.5261899,894.273674,44582.0488,-17757.1925
8689,194.736111,82.7744749,76.3027175,4578.16305,73.7017394,-34.2421303,894.269698,44582.6973,-17048.6407
8690,194.756538,82.7724958,75.9652384,4557.9143,73.3757641,-33.8796615,894.265722,44583.3459,-16797.0038
8691,194.776875,82.7705167,75.6302988,4537.81793,73.0522418,-33.8314772,894.261745,44583.9946,-16699.7004
8692,194.797117,82.7685378,75.2309052,4513.85431,72.6664627,-46.7965118,894.257769,44584.6432,-22947.2298
8693,194.817246,82.7665589,74.8295798,4489.77479,72.2788174,-38.3648539,894.253793,44585.2918,-18721.3525
8694,194.837269,82.7645799,74.4076697,4464.46018,71.8712893,-48.6243518,894.249817,44585.9405,-23592.7093
8695,194.857145,82.7626019,73.6698467,4420.1908,71.1586169,-104.846779,894.245843,44586.5889,-50868.4119
8696,194.876777,82.7606246,72.6419394,4358.51637,70.1657485,-124.642585,894.24187,44587.2371,-59583.9244
8697,194.896112,82.7586477,71.4653758,4287.92255,69.0292911,-138.898699,894.237898,44587.8852,-65219.6485
8698,194.915124,82.7566708,70.2566575,4215.39945,67.8617752,-141.237836,894.233926,44588.5332,-65184.491
8699,194.933812,82.7546939,69.0386085,4142.31651,66.6852466,-143.59503,894.229954,44589.1814,-65114.8896
8700,194.952171,82.752717,67.8111413,4068.66848,65.4996209,-145.97045,894.225982,44589.8295,-65014.9942
8701,194.9702,82.75074,66.5741678,3994.45007,64.3048128,-148.364267,894.222009,44590.4777,-64886.6304
8702,194.987895,82.748763,65.3275985,3919.65591,63.1007361,-150.776655,894.218037,44591.126,-64724.7599
8703,195.005255,82.7467859,64.0713431,3844.28059,61.8873034,-153.207787,894.214065,44591.7742,-64536.6327
8704,195.022276,82.7448088,62.8052544,3768.31526,60.6643727,-155.695629,894.210092,44592.4225,-64337.5077
8705,195.038956,82.7428317,61.5290631,3691.74378,59.4316837,-158.221471,894.20612,44593.0709,-64110.5479
8706,195.055293,82.7408546,60.2426588,3614.55953,58.1891299,-160.767527,894.202147,44593.7193,-63863.1176
8707,195.071283,82.7388773,58.9459428,3536.75657,56.9366159,-163.333991,894.198175,44594.3677,-63587.2924
8708,195.086923,82.7369001,57.6388152,3458.32891,55.6740451,-165.921063,894.194202,44595.0162,-63274.2558
8709,195.102212,82.7349228,56.3211748,3379.27049,54.40132,-168.528941,894.190229,44595.6647,-62948.6168
8710,195.117145,82.7329455,54.9929193,3299.57516,53.1183415,-171.157829,894.186256,44596.3132,-62587.4622
8711,195.131721,82.7309681,53.653945,3219.2367,51.8250096,-173.807931,894.182283,44596.9618,-62191.7349
8712,195.145936,82.7289906,52.3041469,3138.24881,50.521223,-176.479456,894.17831,44597.6104,-61783.5364
8713,195.159837,82.7270109,51.776674,3106.60044,50.0117303,225.547085,894.174332,44598.2598,79020.5261
8714,195.173873,82.725026,52.8480169,3170.88101,51.0465537,250.575753,894.170344,44598.9109,88994.8214
8715,195.188195,82.7230409,53.9082976,3234.49786,52.070692,247.577879,894.166356,44599.5621,89384.7065
8716,195.2028,82.7210558,54.9549599,3297.29759,53.081676,244.618512,894.162367,44600.2133,89751.1643
8717,195.217683,82.7190707,55.9881675,3359.29005,54.0796641,241.697186,894.158378,44600.8646,90082.578
8718,195.232843,82.7170855,57.0080829,3420.48497,55.064813,238.813443,894.15439,44601.5159,90387.5828
8719,195.248274,82.7151003,58.0148664,3480.89199,56.0372777,235.96683,894.150401,44602.1672,90662.1732
8720,195.263973,82.7131151,59.008677,3540.52062,56.9972116,233.156896,894.146412,44602.8186,90916.1914
8721,195.279938,82.7111298,59.989672,3599.38032,57.9447668,230.383199,894.142423,44603.4701,91145.3936
8722,195.296164,82.7091444,60.9580068,3657.48041,58.8800934,227.645296,894.138434,44604.1215,91336.135
8723,195.312648,82.7071591,61.9138354,3714.83013,59.8033401,224.942754,894.134445,44604.773,91515.835
8724,195.329387,82.7051736,62.8573103,3771.43862,60.7146541,222.275142,894.130456,44605.4245,91676.117
8725,195.346377,82.7031882,63.7885843,3827.31506,61.6141833,219.649982,894.126467,44606.0761,91811.2933
8726,195.363616,82.7012027,64.7079623,3882.47774,62.5022218,217.108268,894.122478,44606.7277,91929.1857
8727,195.381099,82.6992172,65.6156805,3936.94083,63.3789981,214.598789,894.118488,44607.3794,92050.6121
8728,195.398825,82.6972316,66.5118787,3990.71272,64.244647,212.121158,894.114499,44608.031,92151.1845
8729,195.41679,82.695246,67.3966948,4043.80169,65.0993019,209.674994,894.110509,44608.6828,92217.8548
8730,195.43499,82.6932604,68.2702657,4096.21594,65.9430947,207.259919,894.10652,44609.3345,92261.0222
8731,195.453424,82.6912748,69.1327265,4147.96359,66.7761563,204.875558,894.10253,44609.9863,92305.2737
8732,195.472087,82.6892891,69.984211,4199.05266,67.5986157,202.521543,894.09854,44610.6381,92329.9308
8733,195.490978,82.6873034,70.8248517,4249.4911,68.410601,200.197506,894.094551,44611.29,92323.8663
8734,195.510092,82.6853176,71.6547795,4299.28677,69.2122385,197.903087,894.090561,44611.9419,92300.4392
8735,195.529428,82.6833319,72.474124,4348.44744,70.0036535,195.637926,894.086571,44612.5938,92271.2239
8736,195.548982,82.6813461,73.2830134,4396.98081,70.7849699,193.401669,894.082581,44613.2457,92227.1132
8737,195.568752,82.6793603,74.0815746,4444.89448,71.55631,191.193965,894.078591,44613.8977,92158.833
8738,195.588735,82.6773744,74.8699331,4492.19598,72.3177952,189.014468,894.074601,44614.5498,92074.5435
8739,195.608928,82.6753886,75.6482128,4538.89277,73.0695452,186.862835,894.070611,44615.2018,91976.8894
8740,195.629328,82.6734027,76.4165367,4584.9922,73.8116787,184.738725,894.066621,44615.8539,91870.977
8741,195.649933,82.6714167,77.175026,4630.50156,74.544313,182.641805,894.062631,44616.506,91743.7145
8742,195.670741,82.6694308,77.9238009,4675.42805,75.2675639,180.57174,894.05864,44617.1582,91601.4623
8743,195.691748,82.6674448,78.6629802,4719.77881,75.9815463,178.528204,894.05465,44617.8104,91444.8104
8744,195.712952,82.6654589,79.3926813,4763.56088,76.6863737,176.510871,894.05066,44618.4626,91276.787
8745,195.734351,82.6634729,80.1138215,4806.82929,77.382932,175.011471,894.04667,44619.1148,91340.0214
8746,195.755942,82.6614868,80.8284793,4849.70876,78.0732288,173.694308,894.042679,44619.7671,91474.5797
8747,195.777724,82.6595007,81.5368006,4892.20804,78.7574051,172.388824,894.038689,44620.4194,91597.2118
8748,195.799695,82.6575146,82.2388365,4934.33019,79.4355103,171.094924,894.034698,44621.0718,91708.2124
8749,195.821854,82.6555285,82.9346379,4976.07827,80.1075934,169.812515,894.030707,44621.7242,91809.0412
8750,195.844199,82.6535423,83.6242551,5017.45531,80.7737032,168.541504,894.026717,44622.3766,91900.8635
8751,195.866728,82.6515561,84.3077384,5058.46431,81.4338882,167.281798,894.022726,44623.0291,91980.9404
8752,195.88944,82.6495698,84.9851376,5099.10826,82.0881965,166.033305,894.018735,44623.6816,92047.1113
8753,195.912332,82.6475836,85.6565023,5139.39014,82.7366759,164.795935,894.014744,44624.3341,92102.2831
8754,195.935404,82.6455973,86.3218815,5179.31289,83.3793739,163.569596,894.010753,44624.9867,92146.7686
8755,195.958653,82.6436109,86.9813243,5218.87946,84.0163379,162.354198,894.006762,44625.6393,92182.5057
8756,195.982079,82.6416245,87.6348792,5258.09275,84.6476146,161.149652,894.002771,44626.292,92207.7094
8757,196.005679,82.6396381,88.2825944,5296.95566,85.2732508,159.955869,893.99878,44626.9446,92222.6483
8758,196.029453,82.6376517,88.9245179,5335.47107,85.8932927,158.772761,893.994789,44627.5974,92227.5858
8759,196.053397,82.6356653,89.5606973,5373.64184,86.5077862,157.600239,893.990798,44628.2501,92219.6335
8760,196.077512,82.6336788,90.19118,5411.4708,87.1167773,156.438217,893.986806,44628.9029,92202.0939
8761,196.101795,82.6316923,90.8160129,5448.96077,87.7203111,155.286608,893.982815,44629.5557,92175.5556
8762,196.126245,82.6297057,91.4352427,5486.11456,88.3184328,154.145325,893.978824,44630.2086,92139.6629
8763,196.15086,82.6277191,92.0489158,5522.93495,88.9111873,153.014284,893.974832,44630.8614,92094.6664
8764,196.17564,82.6257325,92.6570783,5559.4247,89.4986189,151.893399,893.970841,44631.5144,92040.8116
8765,196.200581,82.6237459,93.2597758,5595.58655,90.0807719,150.782587,893.966849,44632.1673,91978.3396
8766,196.225684,82.6217593,93.8570539,5631.42323,90.6576902,149.681763,893.962857,44632.8203,91907.3649
8767,196.250946,82.6197726,94.4489576,5666.93746,91.2294174,148.590844,893.958866,44633.4733,91825.4774
8768,196.276367,82.6177859,95.0355319,5702.13191,91.7959967,147.509748,893.954874,44634.1264,91735.4695
8769,196.301944,82.6157992,95.6168514,5737.01108,92.3575004,146.503574,893.950882,44634.7794,91677.2918
8770,196.327676,82.6138124,96.1938447,5771.63068,92.9148254,143.950378,893.94689,44635.4326,90658.3151
8771,196.353544,82.611827,96.5747377,5794.48426,93.2827347,66.6535706,893.942901,44636.0853,42068.4361
8772,196.379477,82.6098434,96.7042166,5802.253,93.4078,25.0880802,893.938916,44636.7374,16016.5349
8773,196.405416,82.6078612,96.5914958,5795.48975,93.2989215,-20.4256364,893.934933,44637.3891,-13152.5226
8774,196.431295,82.6058796,96.3033581,5778.20149,93.0206057,-24.9174543,893.930952,44638.0406,-15848.1371
8775,196.457092,82.6038981,95.9872392,5759.23435,92.7152626,-26.6776316,893.92697,44638.6921,-16855.6175
8776,196.482808,82.6019164,95.7205052,5743.23031,92.4576209,-16.8363132,893.922988,44639.3438,-10836.6995
8777,196.508463,82.5999345,95.5160408,5730.96245,92.2601262,-13.1167796,893.919006,44639.9955,-8533.22146
8778,196.534072,82.5979522,95.395235,5723.7141,92.1434384,-1.14586837,893.915024,44640.6473,-778.232913
8779,196.559654,82.5959699,95.2895097,5717.37058,92.041317,-7.20222076,893.911041,44641.2992,-4774.01892
8780,196.585208,82.5939875,95.2056704,5712.34022,91.9603356,1.61395745,893.907058,44641.9511,1092.00583
8781,196.610747,82.5920049,95.1662461,5709.97477,91.9222552,7.21710629,893.903074,44642.6032,4777.41107
8782,196.636282,82.5900217,95.1875213,5711.25128,91.9428052,27.8745656,893.899089,44643.2554,17447.9063
8783,196.661828,82.5880384,95.2334301,5714.0058,91.987149,21.3298094,893.895104,44643.9077,13517.475
8784,196.687384,82.5860552,95.2580521,5715.48313,92.0109318,17.8205725,893.89112,44644.56,11379.4004
8785,196.712944,82.584072,95.2712558,5716.27535,92.0236853,15.9374067,893.887135,44645.2123,10241.5452
8786,196.738507,82.5820889,95.2783306,5716.69984,92.030519,14.9263968,893.88315,44645.8647,9625.94722
8787,196.764072,82.5801057,95.2821147,5716.92688,92.0341741,14.3834897,893.879166,44646.517,9293.56224
8788,196.789637,82.5781225,95.2841316,5717.04789,92.0361222,14.091913,893.875181,44647.1694,9114.52278
8789,196.815203,82.5761393,95.2851993,5717.11196,92.0371536,13.9353051,893.871196,44647.8218,9018.20588
8790,196.840769,82.5741561,95.2857573,5717.14544,92.0376925,13.8511854,893.867212,44648.4743,8966.42519
8791,196.866331,82.5721732,95.2423843,5714.54306,91.995798,-2.55930725,893.863227,44649.1267,-1725.97438
8792,196.891871,82.5701905,95.1279002,5707.67401,91.8852164,-7.75757073,893.859244,44649.779,-5122.601
8793,196.917364,82.5682083,94.8606105,5691.63663,91.627038,-31.0240341,893.855261,44650.4312,-19297.0384
8794,196.942763,82.5662265,94.4482362,5666.89417,91.2287205,-39.9685158,893.851279,44651.0833,-24620.7939
8795,196.968048,82.5642447,94.0413754,5642.48253,90.8357287,-32.7358136,893.847297,44651.7354,-20155.5133
8796,196.993243,82.5622623,93.8012966,5628.0778,90.6038336,-8.52504881,893.843314,44652.3877,-5534.37196
8797,197.018396,82.5602795,93.7112628,5622.67577,90.5168688,0.841532077,893.83933,44653.0402,562.232982
8798,197.043538,82.558296,93.7137455,5622.82473,90.5192669,24.6033394,893.835345,44653.6929,15242.5744
8799,197.0687,82.5563114,93.8790525,5632.74315,90.6789389,72.8905277,893.831358,44654.3461,44806.2479
8800,197.093929,82.5543257,94.1998343,5651.99006,90.988786,98.3686947,893.827368,44654.9996,60899.9592
8801,197.119252,82.5523396,94.5596718,5673.58031,91.3363575,94.1101991,893.823377,44655.6533,58463.6148
8802,197.14467,82.5503536,94.9055151,5694.33091,91.6704119,91.8984518,893.819387,44656.3069,57282.5834
8803,197.170179,82.5483677,95.2439582,5714.63749,91.9973183,90.7621345,893.815397,44656.9606,56766.1761
8804,197.195775,82.546382,95.5361949,5732.1717,92.2795933,72.6510546,893.811407,44657.6142,45433.615
8805,197.221437,82.544397,95.7274397,5743.64638,92.464319,45.4898398,893.807419,44658.2677,28366.209
8806,197.247129,82.5424132,95.7452962,5744.71777,92.4815668,-2.89532619,893.803433,44658.9207,-1960.2767
8807,197.272798,82.5404303,95.5683496,5734.10098,92.310652,-18.3857905,893.799449,44659.5735,-11764.503
8808,197.29841,82.5384475,95.3543407,5721.26044,92.1039381,-13.7243956,893.795465,44660.2262,-8894.6471
8809,197.323957,82.5364649,95.0495483,5702.9729,91.8095353,-33.2232856,893.791481,44660.8789,-20663.7025
8810,197.349404,82.5344827,94.6230838,5677.38503,91.397608,-40.7538632,893.787499,44661.5316,-25144.7971
8811,197.374736,82.5325005,94.2108917,5652.6535,90.9994665,-33.0066699,893.783516,44662.1842,-20353.4579
8812,197.399992,82.5305169,94.1286088,5647.71653,90.9199885,36.6599124,893.779531,44662.8373,22529.5664
8813,197.425271,82.5285317,94.3320804,5659.92483,91.1165242,79.1505431,893.775542,44663.491,48955.5022
8814,197.450628,82.5265451,94.7151039,5682.90624,91.4864914,119.304083,893.77155,44664.1452,74231.6936
8815,197.476108,82.5245575,95.2271138,5713.62683,91.9810481,140.483504,893.767557,44664.7997,87652.3189
8816,197.501731,82.5225697,95.7648533,5745.8912,92.5004573,134.310685,893.763563,44665.4543,84343.923
8817,197.527491,82.5205823,96.2404955,5774.42973,92.959886,113.691923,893.75957,44666.1088,71880.6287
8818,197.553361,82.5185959,96.5650329,5793.90197,93.2733607,67.8273622,893.755579,44666.763,42817.7446
8819,197.579297,82.5166106,96.7402719,5804.41631,93.4426262,43.1713395,893.75159,44667.4169,27210.3351
8820,197.605267,82.5146258,96.8350839,5810.10504,93.5342063,29.8617729,893.747602,44668.0706,18976.6129
8821,197.631256,82.5126413,96.8864319,5813.18592,93.583804,22.6610406,893.743614,44668.7242,14567.6714
8822,197.657256,82.510657,96.9142507,5814.85504,93.6106745,18.7605772,893.739627,44669.3779,12163.0771
8823,197.683257,82.508673,96.8873868,5813.24321,93.5847263,-0.549713673,893.735641,44670.0314,-379.987253
8824,197.70924,82.5066894,96.7845617,5807.0737,93.4854063,-6.80379989,893.731655,44670.6848,-4587.73863
8825,197.73519,82.5047058,96.6422361,5798.53417,93.3479322,-9.19791459,893.72767,44671.3383,-6138.12009
8826,197.761105,82.5027222,96.5447286,5792.68371,93.2537485,0.5251267,893.723684,44671.9918,361.758824
